CremonaReference,InitialHeight
1872a1,0.360100297793233196650038139
1872a2,0.420539485566862217968488740
1872b1,0.360100297793233196650038139
1872b2,0.305619885578356798447944175
1872c1,0.138241627243750935090394248
1872c2,0.276483254487501870180788497
1872d1,0.381084012098186688641946438
1872d2,0.235874736961238305379114860
1872e1,0.236753544889946375835650794
1872f1,0.0519072602014540550487599101
1872f2,0.415258081611632440390079281
1872g1,1.15025813485803146771020087
1872g2,0.406751427997860434046902532
1872h1,0.577972674842729582723266205
1872h2,0.277551073523774190662942392
1872h3,1.04489199726436851210313903
1872h4,1.14122514370190844522926423
1872i1,0.329872594467479893177581946
1872i2,0.611706752191166711314735911
1872i3,2.19000698326523295412501795
1872i4,0.640116316048835168220774199
1872j1,0.277159712881413124555430765
1872j2,1.11643450417628698028987175
1872k1,0.277159712881413124555430765
1872k2,1.11643450417628698028987175
1872l1,0.239567838102322128196523406
1872l2,1.91654270481857702557218725
1872m1,1.52039433158082548175909328
1872m2,0
1872n1,0.532123491832729853094696052
1872n2,0
1872o1,0.180117663379085318297847137
1872o2,0.360235326758170636595694275
1872p1,0.615690421659772111491905381
1872p2,0.861717059634539422113981228
1872p3,0
1872p4,0
1872q1,0.447301746700300938460336745
1872q2,0.565167813089775503324376254
1872q3,0
1872q4,2.39350295391831913017119420
1872r1,1.26628019887738464330048112
1872r2,0
1872r3,0
1872r4,0
1872s1,0.330883202337746981643731011
1872s2,0.886870355200745564774084184
1872s3,0
1872t1,0.147414412048161505013051120
1872t2,0.294828824096323010026102239
