CremonaReference,InitialHeight
1584a1,0.292156076922479517962587463
1584a2,0.339521420157428603877187316
1584b1,0.292156076922479517962587463
1584b2,0.584312153844959035925174925
1584c1,0.458423895832607202806730009
1584c2,0.616205264216124013521344880
1584c3,1.31037920229479085419408525
1584c4,3.08652585355665653711174739
1584d1,0.0402643643368806429432151523
1584e1,3.20830762705104777647480484
1584e2,0.178239312613947098693044714
1584f1,0.367292479243266000833739734
1584f2,0.183646239621633000416869867
1584g1,0.441181952582334152814533858
1584g2,0.220590976291167076407266929
1584g3,0.530963950605704866039468039
1584g4,0.563277566234152922957475873
1584h1,0.542013448570794420005541926
1584h2,1.89826491908004887141615410
1584h3,0.371533180628727740474357798
1584h4,0
1584i1,0.302571384561494999176143035
1584i2,0.151285692280747499588071517
1584j1,0.782781178451577891132715262
1584j2,0
1584j3,0.542013448570794420005541926
1584j4,1.08402689714158884001108385
1584k1,0.302571384561494999176143035
1584k2,0.151285692280747499588071517
1584l1,0.491439190485467904828026619
1584l2,0.982878380970935809656053238
1584l3,2.17981423818650981545254612
1584l4,2.03352637201379460741636552
1584m1,0.997176082838336385955109227
1584m2,0.861966325071611749323865604
1584n1,0.195042991397311341888636342
1584n2,0.390085982794622683777272684
1584n3,0
1584n4,0.531336684061171716055243746
1584o1,0.175063830252031989785577193
1584o2,0.0583546100840106632618590644
1584p1,0.306230066563959378324962411
1584p2,0.183019093150093106944844842
1584p3,0
1584q1,0.241597126872717984966324750
1584q2,1.37571438166132471048317357
1584q3,1.30893448387105291585134509
1584q4,3.03921169571270871407219219
1584r1,0.311641691885600072853416607
1584r2,0.155820845942800036426708303
1584s1,0
1584s2,0
1584s3,0
1584s4,0
