CremonaReference,InitialHeight
2262a1,0.137122264509014352542909056
2262a2,0.274244529018028705085818113
2262b1,0.386274784931323414037111611
2262c1,0
2262d1,0.391754608930900529798387111
2262e1,0
2262e2,0
2262f1,0.198287774391051023073115860
2262g1,0.283731550254948532478222811
2262g2,1.71321567933002466781521552
2262h1,0.362346930935170170779655736
2262h2,1.93374051259569412057373177
2262h3,0
2262h4,1.62899101241022741371288422
2262i1,0
2262j1,0.304148749377523180407879149
2262k1,0.774728414975476166917738283
2262k2,0.732044244004150263716747409
2262k3,0.928873887808335069638688593
2262k4,0
2262k5,0
2262k6,0
2262l1,0.0442524812601351086363538841
