CremonaReference,InitialHeight
2682a1,0.116071437122739236900219251
2682b1,0
2682c1,0.567965427779630815326591631
2682c2,0.490587331885912681236798319
2682d1,0
2682d2,0
2682e1,0.601275167706457801475425896
2682f1,0.0530469228861421663331254701
2682g1,0.133656050323656620781027933
2682h1,0.0277047097901200367780443934
2682i1,0
2682j1,0.507995969960936119579027265
2682j2,1.01599193992187223915805453
2682k1,0.723194985799107951644287964
2682k2,0
2682l1,0.116071437122739236900219251
2682m1,0.175907206031663295050261874
2682n1,0
2682o1,0.119442461021982290266930035
2682p1,0.273394891435613128568166273
2682p2,0
2682q1,0.264816272575674407097492751
