CremonaReference,InitialHeight
1225a1,0.979777884272597685410823960
1225a2,1.11088000562570512932348540
1225a3,0
1225b1,0.431581047890639395992892473
1225b2,0.876721067583017042322930092
1225b3,3.96571553760873679938186694
1225b4,0
1225c1,0.128947546512996433043966912
1225d1,0.290131979654241974348925552
1225e1,0.175059577791148966853010518
1225e2,0
1225f1,0.175059577791148966853010518
1225f2,0
1225g1,0.175059577791148966853010518
1225g2,0
1225h1,0.175059577791148966853010518
1225h2,0
1225i1,0.737028269705083101584261039
1225i2,0
1225j1,0.132925999416673340798461652
1225j2,0
