CremonaReference,InitialHeight
1560a1,0.283902900101945486613983958
1560a2,0.141951450050972743306991979
1560a3,2.55512610091750937952585561
1560a4,0
1560b1,0.173147703283393891521193647
1560b2,0.0865738516416969457605968237
1560c1,0
1560c2,0.576653629590689022330238422
1560c3,0.634122286569043214058836304
1560c4,1.35842739475985677960899469
1560d1,0.139280620695299513963245019
1560e1,0.310882509610858863383686388
1560e2,0.491910675953869555794271823
1560e3,0
1560e4,0.863822650753502020310882770
1560f1,0.0303295509484383555265603383
1560g1,0.319706816719799032181209427
1560g2,0.219802907750681809641675048
1560h1,0.418957744013699129176175094
1560h2,1.67767996159640872058136786
1560h3,0
1560h4,0
1560i1,0.154581445030023287228249619
1560i2,1.06231302901297966737062001
1560i3,1.52376055487147064729621349
1560i4,0
1560j1,0
1560j2,0
1560j3,0
1560j4,0
1560j5,0
1560j6,0
1560k1,0.475056107029737764432361224
1560k2,0.601579908419681103107779849
1560k3,1.00239764615955240246017727
1560k4,0
1560l1,0.471628468329502562316277721
