CremonaReference,InitialHeight
2175a1,0.269557008851511025201231915
2175a2,0.539933494851311437326922863
2175b1,0.396036722673271065120728765
2175b2,1.97269910628235432760189848
2175b3,0
2175b4,4.01603185696616776804306218
2175c1,0.489662339412857661118578889
2175c2,0.244831169706428830559289445
2175c3,1.26763883885887032169532588
2175c4,1.95864935765143064447431556
2175d1,0.424252168206721093813147484
2175e1,0.159537484839145227376493471
2175e2,0.319074969678290454752986941
2175f1,0
2175f2,0.475221484463948263455134316
2175g1,0.133370524797838238153128078
2175h1,0
2175i1,0.620644587859806830959352564
2175i2,2.00395529068489921733243720
2175j1,0.805364450012985707212098703
2175j2,0.475221484463948263455134316
