CremonaReference,InitialHeight
2346a1,0
2346b1,0.334853102736789558514671835
2346c1,0.299920580098362049480215288
2346d1,0.226578312275820785659657928
2346d2,1.68628993365620588690117727
2346e1,0.341085808338958497114134219
2346f1,0.344134548308437778619683815
2346f2,0.422354808723292036823550951
2346g1,0.233716668540807353688995596
2346g2,0
2346h1,0.384283418175328692890254700
2346i1,0.0725977616037033003311736409
2346j1,0.224947512678825556233653257
2346k1,0.275782616798613402868862730
2346k2,0
