CremonaReference,InitialHeight
2934a1,0.608568571178919319960710282
2934a2,0.425967014332617777015300694
2934b1,0.659820044420175860321172622
2934c1,0.324685755862548285638758350
2934d1,0.666087280245612854209811829
2934d2,1.99826184073683856262943549
2934e1,0.0503348387242798725843173741
2934f1,0.0826924699989182078665360522
2934g1,0.407916982335557566818014520
2934g2,0.425967014332617777015300694
2934h1,0.659820044420175860321172622
2934i1,0.136491622836903191660054331
2934j1,0.849188544871496471828369693
2934k1,0.479704532598721388359806613
2934k2,0.738284153787854272621749036
2934l1,0.229405419036077931817837352
2934m1,3.97988762651468635418960376
2934m2,1.45133479533349043702086391
2934m3,3.87389780057913411736896921
2934n1,0
2934o1,1.25298871803510088577597707
