CremonaReference,InitialHeight
378a1,0.179845539146890006425168925
378a2,0.332283547352046322570632599
378a3,4.18880558460768882469981501
378b1,0.332283547352046322570632598
378b2,0.240989843936052947465730080
378b3,0.996850642056138967711897796
378c1,0.0644941425616849735348991442
378d1,0.0644941425616849735348991442
378e1,0.176712578216122945230756332
378e2,0
378e3,0.0589041927387076484102521102
378f1,0.314660757246013276783085629
378f2,0.176712578216122945230756331
378f3,0
378g1,0.307135319504562913652259458
378h1,0.0767838298761407284130648645
