CremonaReference,InitialHeight
1330a1,0.362483561592503341457942690
1330b1,0.256308755016949281897429881
1330c1,0.701380562570033804674718797
1330c2,0.512406542299713165230262755
1330c3,0
1330c4,1.02481308459942633046052551
1330d1,0.243116503066211586272040166
1330d2,0.324155337421615448362720223
1330e1,0.503539496538410223070611201
1330e2,0.475419080405231072361090357
1330f1,0.0642246420343339355749210771
1330g1,0.347515241768520953306297048
1330h1,0.184330052915372798050473644
1330i1,0.0570639111942307382173383741
1330j1,0.168894562628896718210788450
1330j2,0.0562981875429655727369294838
