CremonaReference,InitialHeight
1026a1,0.138166527590428644063211814
1026b1,0.0777338499009898652824476048
1026c1,0.564479371367540959775215258
1026c2,0.188159790455846986591738419
1026d1,0
1026e1,0.678401407560078432826207823
1026e2,0
1026f1,0.0604599855202546041811050741
1026g1,0.361374052888622344862109122
1026g2,0.120458017629540781620703040
1026h1,0.546216725607088322930542487
1026h2,0.377519420519984125861672949
1026h3,0
1026i1,0.0777338499009898652824476048
1026j1,0.138166527590428644063211814
1026k1,0.0604599855202546041811050741
1026l1,0.361374052888622344862109121
1026l2,0.120458017629540781620703040
1026m1,0.377519420519984125861672949
1026m2,0.546216725607088322930542487
1026m3,0
1026n1,0
1026o1,0.678401407560078432826207823
1026o2,0
1026p1,0.564479371367540959775215258
1026p2,1.69343811410262287932564577
