CremonaReference,InitialHeight
1232a1,0.170875460965604998471698518
1232b1,0.461090117037795292415198596
1232b2,0.617346162286826141940729359
1232b3,0.966326348420688587172428945
1232b4,0.738140098323438673205100198
1232c1,0.368809620664189177972810766
1232c2,0.436918483563814816033028545
1232d1,2.08477909222421397544622231
1232d2,1.75754936042018328108184843
1232e1,0.369476035234036041568424394
1232e2,0.256622138641836892872621870
1232f1,0
1232f2,0
1232f3,0
1232g1,0.0728911630042433721121353067
1232h1,0.213224116176974191076054202
1232h2,1.70579292941579352860843362
1232i1,0.337769079146829686664949639
1232i2,0.188388303420159425319639716
1232j1,0.791623608817875577364100632
1232j2,1.37489305160616803580595049
1232j3,1.77182159813470400130405286
1232j4,0
1232k1,0.246077171984371766526238797
1232k2,1.07387169332463436205263631
1232l1,0.0980279792644681945064901252
